Tipo de dato;Partidas de gasto: Nivel 1;Partidas de gasto: Nivel 2;Partidas de gasto: Nivel 3;Periodo;Total
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M09;9.538
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M08;8.263
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M07;6.652
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M06;5.078
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M05;3.916
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M04;2.871
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M03;1.977
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M02;1.223
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M01;614
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2015M12;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2015M11;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2015M10;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2026M07;16.553
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2026M06;13.259
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2026M05;10.524
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2026M04;7.778
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2026M03;5.316
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2026M02;3.383
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2026M01;1.829
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M12;27.363
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M11;25.427
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M10;23.768
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M09;21.218
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M08;18.503
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M07;15.464
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M06;12.447
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M05;9.770
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M04;7.311
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M03;5.058
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M02;3.209
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2025M01;1.695
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M12;25.503
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M11;23.696
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M10;22.064
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M09;19.757
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M08;17.262
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M07;14.378
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M06;11.548
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M05;9.056
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M04;6.700
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M03;4.768
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M02;2.963
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2024M01;1.534
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M12;22.484
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M11;20.798
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M10;19.402
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M09;17.330
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M08;15.051
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M07;12.436
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M06;9.844
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M05;7.668
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M04;5.657
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M03;3.885
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M02;2.448
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2023M01;1.239
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M12;18.048
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M11;16.772
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M10;15.624
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M09;13.885
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M08;12.014
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M07;9.916
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M06;7.702
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M05;5.796
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M04;4.153
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M03;2.684
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M02;1.608
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2022M01;726
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M12;7.411
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M11;6.553
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M10;5.739
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M09;4.514
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M08;3.425
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M07;2.257
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M06;1.252
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M05;738
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M04;446
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M03;307
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M02;184
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2021M01;112
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M12;4.312
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M11;4.144
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M10;4.041
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M09;3.835
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M08;3.596
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M07;3.081
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M06;2.606
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M05;2.578
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M04;2.578
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M03;2.578
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M02;2.134
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2020M01;1.096
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M12;18.109
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M11;16.989
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M10;15.935
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M09;14.324
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M08;12.405
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M07;10.153
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M06;8.059
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M05;6.166
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M04;4.610
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M03;3.212
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M02;1.999
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2019M01;1.034
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M12;16.674
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M11;15.589
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M10;14.637
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M09;13.122
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M08;11.310
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M07;9.268
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M06;7.315
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M05;5.586
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M04;4.100
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M03;2.848
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M02;1.799
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2018M01;944
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2017M12;15.518
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2017M11;14.608
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en actividades;2017M10;13.751
